time,x1
0.0,3.0
0.003906,3.4835945613698147
0.007812,4.528287143457064
0.011718,4.9715587744450165
0.015624,5.63856659878169
0.01953,6.398005385276171
0.023436,7.454731689475256
0.027342,8.393279330437036
0.031248,9.443585855973053
0.035154,10.248446259488736
0.03906,11.26880135612896
0.042966,12.168873402398985
0.046872,12.627378404122682
0.050778,12.255407930695384
0.054684,11.509528319273198
0.05859,10.951984615728922
0.062496,10.762826388866888
0.066402,10.390954237827595
0.070308,9.715050494736696
0.074214,8.805820238053538
0.07812,7.6959383389039075
0.082026,6.294331181052048
0.085932,4.947242759202439
0.089838,4.2592637876219825
0.093744,3.9866945433879657
0.09765,4.312725655088752
0.101556,4.408859131782638
0.105462,4.778613805411609
0.109368,5.218382553972006
0.113274,5.71975261246094
0.11718,7.191727256108138
0.121086,8.177741567844318
0.124992,9.214016171930744
0.128898,9.960958471475658
0.132804,10.852219677895642
0.13671,10.93251897882983
0.140616,11.09920913887281
0.144522,11.392136529394918
0.148428,11.591091173351026
0.152334,11.07249822158911
0.15624,9.918105347682626
0.160146,8.904808788440892
0.164052,7.973349556104061
0.167958,7.176347407400545
0.171864,6.2468654079672525
0.17577,5.247171160359031
0.179676,4.253552278735526
0.183582,3.7687262192241846
0.187488,4.034131417476399
0.191394,4.773873057000966
0.1953,5.685679058249811
0.199206,6.546715715245309
0.203112,6.99587987018441
0.207018,7.797313429612114
0.210924,8.462434842884338
0.21483,9.13623445738959
0.218736,9.732152378001592
0.222642,10.208235466196474
0.226548,10.399628667565725
0.230454,10.530022542137404
0.23436,10.692796773725734
0.238266,10.709058662575554
0.242172,10.342591930672013
0.246078,9.563673681164751
0.249984,8.83516173418575
0.25389,8.024659337398315
0.257796,6.9277498933958235
0.261702,6.089148375995016
0.265608,5.370691395242396
0.269514,4.585070395159775
0.27342,3.8798948343220445
0.277326,3.5450853527081634
0.281232,3.4568249103339284
0.285138,4.043910157423344
0.289044,4.237030598850652
0.29295,4.45864159594273
0.296856,4.798218720590679
0.300762,5.151930166173635
0.304668,5.324927457688455
0.308574,5.575135979355174
0.31248,6.028390274716745
0.316386,6.7378652122886
0.320292,8.030473972969851
0.324198,9.462446953286483
0.328104,10.498345739215042
0.33201,10.899440960676086
0.335916,10.770303125644148
0.339822,10.913197520248147
0.343728,11.307410047647247
0.347634,11.52048633786194
0.35154,11.50296656161506
0.355446,11.240426329052275
0.359352,10.714328089241905
0.363258,9.558350689104266
0.367164,8.817178599784409
0.37107,8.13251924434687
0.374976,7.1998445880672755
0.378882,6.348594509319518
0.382788,5.483071976830512
0.386694,4.073702208301388
0.3906,2.897600205798966
0.394506,2.185752021958237
0.398412,2.0396483009257373
0.402318,1.9164921554230752
0.406224,2.3196776303391253
0.41013,2.865760400429398
0.414036,2.943675579644527
0.417942,2.6826722463547625
0.421848,2.643155241409671
0.425754,2.2850362558416393
0.42966,1.9191844895861205
0.433566,1.827692283097777
0.437472,2.027618463088306
0.441378,2.0227402085712782
0.445284,2.0217606194579734
0.44919,2.111306474987023
0.453096,2.394340647016234
0.457002,2.6902002180181634
0.460908,2.9299984347202717
0.464814,3.3618977546510216
0.46872,3.6547165457511355
0.472626,3.8233167739977034
0.476532,4.199457417228371
0.480438,4.2408266119270905
0.484344,5.01509615329887
0.48825,6.362841802647929
0.492156,7.480727618519949
0.496062,8.028207761683792
0.499968,8.686627794717392
0.503874,10.111021178938795
0.50778,11.478313586946161
0.511686,12.689989970910895
0.515592,13.46516711265469
0.519498,13.827903684866708
0.523404,13.376901788074829
0.52731,12.469034558119837
0.531216,11.14969166762151
0.535122,10.044591286386039
0.539028,8.434238151432892
0.542934,6.9379674950588
0.54684,5.975785790337264
0.550746,4.944615037855929
0.554652,4.092105316790761
0.558558,3.652724926901854
0.562464,3.5507650446684735
0.56637,3.6793396240040686
0.570276,3.9430929848481746
0.574182,4.669228754705802
0.578088,5.1908373198573585
0.581994,5.420922572873646
0.5859,5.5162627663679125
0.589806,5.508832978423673
0.593712,5.734291594030747
0.597618,6.121648887122056
0.601524,6.740707874144155
0.60543,7.827279687299406
0.609336,8.732636270685566
0.613242,10.03901131030721
0.617148,11.281580331395853
0.621054,12.413418560729472
0.62496,12.670180428030884
0.628866,12.481839377224706
0.632772,12.207569647061192
0.636678,11.7066268866824
0.640584,10.839929751666462
0.64449,9.910544551379964
0.648396,8.513200326765823
0.652302,7.332310400975263
0.656208,5.860687423537705
0.660114,4.854191227865531
