time,x3
0.0,0.1
0.002777777777777778,0.10005640477856848
0.005555555555555556,0.10069347838713583
0.008333333333333333,0.10088802558249108
0.011111111111111112,0.10067886668992533
0.013888888888888888,0.1007763589942764
0.016666666666666666,0.10079033118232661
0.019444444444444445,0.10170105399288715
0.022222222222222223,0.10162483571158146
0.025,0.1017659006518199
0.027777777777777776,0.10190217391136068
0.030555555555555555,0.10170240257325334
0.03333333333333333,0.10225846695697996
0.03611111111111111,0.10185807354147233
0.03888888888888889,0.10128763653098077
0.041666666666666664,0.10083975726953616
0.044444444444444446,0.10084385480005995
0.04722222222222222,0.10026358723806178
0.05,0.10035910305342742
0.05277777777777778,0.10095656303460791
0.05555555555555555,0.10155023449329593
0.058333333333333334,0.10207960103219794
0.06111111111111111,0.1014284264403475
0.06388888888888888,0.10112905019757323
0.06666666666666667,0.10213339670011803
0.06944444444444445,0.1024254533703483
0.07222222222222222,0.10203075988620858
0.075,0.10199053571703803
0.07777777777777778,0.10235225738708499
0.08055555555555556,0.10092143150748725
0.08333333333333333,0.10084961806527507
0.08611111111111111,0.10032083271565176
0.08888888888888889,0.10036781675138871
0.09166666666666666,0.10035602686476443
0.09444444444444444,0.10089877972870141
0.09722222222222222,0.10009081194641783
0.1,0.09973906610755859
0.10277777777777777,0.10014778067982134
0.10555555555555556,0.09988750824944556
0.10833333333333334,0.10025486666608473
0.1111111111111111,0.10059139812550169
0.11388888888888889,0.09968670409519056
0.11666666666666667,0.09913476819997528
0.11944444444444445,0.0982476423010838
0.12222222222222222,0.09847061953774054
0.125,0.0982101848404571
0.12777777777777777,0.09803469429636834
0.13055555555555556,0.09825724482785851
0.13333333333333333,0.09854188902481045
0.1361111111111111,0.09839778895767759
0.1388888888888889,0.09815698509099213
0.14166666666666666,0.09762036355898744
0.14444444444444443,0.09786527819709775
0.14722222222222223,0.09896150062657794
0.15,0.09908249651081116
0.1527777777777778,0.09931168312075149
0.15555555555555556,0.10002187527013093
0.15833333333333333,0.09966691492472315
0.16111111111111112,0.10055018157344692
0.1638888888888889,0.09992969425591373
0.16666666666666666,0.09946467215146454
0.16944444444444445,0.0999155707995773
0.17222222222222222,0.09983450944965844
0.175,0.0994641337821406
0.17777777777777778,0.09956881713302347
0.18055555555555555,0.09894232965299815
0.18333333333333332,0.09894542818669691
0.18611111111111112,0.09937163268552525
0.18888888888888888,0.09968514284276915
0.19166666666666668,0.09871880320900224
0.19444444444444445,0.09818055559480317
0.19722222222222222,0.09741713726842349
0.2,0.09657641675879405
0.20277777777777778,0.09675132733238927
0.20555555555555555,0.09707883584644068
0.20833333333333334,0.09759394260271341
0.2111111111111111,0.09688432796848956
0.21388888888888888,0.09760917678992043
0.21666666666666667,0.09748176650562773
0.21944444444444444,0.09752505020631604
0.2222222222222222,0.09875862367064668
0.225,0.09876441705401985
0.22777777777777777,0.10006923101523142
0.23055555555555557,0.10017374345620471
0.23333333333333334,0.09954773546557254
0.2361111111111111,0.09952762792917175
0.2388888888888889,0.09929641700865777
0.24166666666666667,0.09975544188938308
0.24444444444444444,0.09974533054676508
0.24722222222222223,0.10003145308370748
0.25,0.0996995955027035
0.25277777777777777,0.09905315861944429
0.25555555555555554,0.09923677624369129
0.25833333333333336,0.09930967653008596
0.2611111111111111,0.09929522974035247
0.2638888888888889,0.09943815468291246
0.26666666666666666,0.09848865101384469
0.26944444444444443,0.09824717659857071
0.2722222222222222,0.09840642795809393
0.275,0.09914631078719283
0.2777777777777778,0.09799483462819243
0.28055555555555556,0.09814751531351804
0.2833333333333333,0.0974514701578796
0.2861111111111111,0.09762072182483471
0.28888888888888886,0.09689801271065616
0.2916666666666667,0.09578345163582938
0.29444444444444445,0.09537805501592225
0.2972222222222222,0.09505490880200052
0.3,0.09490936034701689
0.30277777777777776,0.09475334433930767
0.3055555555555556,0.09474808634751831
0.30833333333333335,0.09548871883241253
0.3111111111111111,0.09543852553416728
0.3138888888888889,0.09481383747781814
0.31666666666666665,0.09456914022301827
0.3194444444444444,0.0944669445795205
0.32222222222222224,0.09474682642267702
0.325,0.09449412106758265
0.3277777777777778,0.09403920635343982
0.33055555555555555,0.09412170194307326
0.3333333333333333,0.09484701141770467
0.33611111111111114,0.09422456281045412
0.3388888888888889,0.09423775060641709
0.3416666666666667,0.09435153511130591
0.34444444444444444,0.09440533445358257
0.3472222222222222,0.09455550688152807
0.35,0.094471086639018
0.3527777777777778,0.09410477481799505
0.35555555555555557,0.09368907990911214
0.35833333333333334,0.09393582347236026
0.3611111111111111,0.09458826423605024
0.3638888888888889,0.09372153441695485
0.36666666666666664,0.09310066680573773
0.36944444444444446,0.09412383732023892
0.37222222222222223,0.09377490879116104
0.375,0.09373726548416035
0.37777777777777777,0.09390563326809727
0.38055555555555554,0.09442803188692742
0.38333333333333336,0.09390148992946186
0.3861111111111111,0.09425505203785794
0.3888888888888889,0.09433016224830361
0.39166666666666666,0.09414234466031801
0.39444444444444443,0.0949854000036824
0.3972222222222222,0.094546843789434
0.4,0.09464301592203694
0.4027777777777778,0.09448003402634024
0.40555555555555556,0.09457838682045958
0.4083333333333333,0.09401886720047246
0.4111111111111111,0.0944272903895166
0.41388888888888886,0.09463000741255777
0.4166666666666667,0.094578131441957
0.41944444444444445,0.09326752873588622
0.4222222222222222,0.09340506510155838
0.425,0.093644438680972
0.42777777777777776,0.09344501748848355
0.4305555555555556,0.09394983132010082
0.43333333333333335,0.09356501586685216
0.4361111111111111,0.09330853853981795
0.4388888888888889,0.09415148626804518
0.44166666666666665,0.09470700282046407
0.4444444444444444,0.09455905265551856
0.44722222222222224,0.09401330869016973
0.45,0.09423966553276453
0.4527777777777778,0.09457231397908043
0.45555555555555555,0.09408426820838062
0.4583333333333333,0.0943679298200704
0.46111111111111114,0.0947537506990208
0.4638888888888889,0.09474406480020407
0.4666666666666667,0.0943994955526206
0.46944444444444444,0.0959392406303049
0.4722222222222222,0.09545896665773089
0.475,0.09612126901008954
0.4777777777777778,0.09570974830299027
0.48055555555555557,0.0960973209868511
0.48333333333333334,0.0966896043800223
0.4861111111111111,0.09730546819466496
0.4888888888888889,0.09693553991756924
0.49166666666666664,0.09709186611592006
0.49444444444444446,0.09791332776399349
0.49722222222222223,0.09775067653270657
0.5,0.09730717063624343
0.5027777777777778,0.09738749191398678
0.5055555555555555,0.09751607180983739
0.5083333333333333,0.09649671491642338
0.5111111111111111,0.09614606044495297
0.5138888888888888,0.0967045088617927
0.5166666666666667,0.0951126075427318
0.5194444444444445,0.09580485908499843
0.5222222222222223,0.09568531646428985
0.525,0.09611814289634943
0.5277777777777778,0.09573152894806117
0.5305555555555556,0.09592820194229348
0.5333333333333333,0.09620331944496024
0.5361111111111111,0.09622256274975408
0.5388888888888889,0.09598377462183778
0.5416666666666666,0.09616384613950016
0.5444444444444444,0.09639230670820315
0.5472222222222223,0.0968616241292931
0.55,0.09730687477951222
0.5527777777777778,0.09684391622168015
0.5555555555555556,0.09727369797116332
0.5583333333333333,0.09759680548325665
0.5611111111111111,0.09825800253066382
0.5638888888888889,0.09905197894139206
0.5666666666666667,0.09848672991140386
0.5694444444444444,0.09975710999325721
0.5722222222222222,0.0994079293847572
0.575,0.09918076801533152
0.5777777777777777,0.09977156020635497
0.5805555555555556,0.099664718218947
0.5833333333333334,0.10013111785151349
0.5861111111111111,0.10009078142495574
