x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13
0,0.4712182423575063,-1.3655152843404634,25.70043239226699,-0.9507805657430328,-1.0422420435943525,24.03996731806427,-1.5444502146973784,0.054889494106987735,24.845136628876876,-0.4886054937528356,-1.129997072285815,25.096774183989037
975e-6,0.42525761978189347,-1.4420142590260705,25.656259327332847,-0.9353763454703304,-1.0235330659703825,23.9505451152644,-1.5039570288920956,0.05054828867009051,24.762920954587244,-0.49353271384729863,-1.112693069670025,25.029314330477263
0.0019,0.3530479618663792,-1.4011655719046503,25.51025638751284,-0.9512611700388693,-1.0232415013009033,23.896926734807945,-1.4729540897326916,0.1521572589804444,24.770834903155023,-0.4665989265440969,-1.1132296471380403,24.992306054890314
0.002775,0.3351587020893578,-1.4612486545920416,25.541924757023086,-0.9587224515253329,-1.0405153942904306,23.812723854255974,-1.40671159177471,0.22743556420267355,24.695130695061664,-0.43965598302179615,-1.0770060006194875,24.930911327913925
0.0036000000000000003,0.3590888491759567,-1.4236865692732732,25.47275187416479,-0.9654097041529278,-1.0251829082745247,23.75912927513169,-1.441786106166851,0.2541120530481695,24.642101795171076,-0.45582644040097003,-1.0566374346265075,24.889948886561978
0.004375,0.4528984916341805,-1.389234207408074,25.374384566730175,-0.9846237303606611,-1.059534237950198,23.725512474721747,-1.4505124050867129,0.264308212092964,24.56562830570517,-0.45100060947513243,-1.0399798145451158,24.832679469716222
0.0051,0.41454528295594095,-1.4122488594868585,25.263486062051253,-0.9795452365103995,-1.0691104916032972,23.660206638435188,-1.4386566707719668,0.27081495466929173,24.52501767283687,-0.49310547673769034,-1.041948883573801,24.785438671425123
0.005775,0.429264182856319,-1.4009449827469898,25.232571717926326,-0.9750396061742012,-1.0586082449295466,23.614721282964343,-1.4887604842586384,0.25751700271369715,24.50629517557766,-0.48743009584312164,-1.0510301488725913,24.776028218471986
0.0064,0.4680630118588475,-1.4073138135073349,25.139919312618453,-0.9775446935562847,-1.0539539003592053,23.599435777684217,-1.4875529026196166,0.2727800832064249,24.459608907458094,-0.5145644086399473,-1.0850333022625989,24.749800145952484
0.006974999999999999,0.4503005202313541,-1.3824711277730353,25.136126097521736,-0.9727703261017424,-1.057257415034856,23.552888863160167,-1.4518529832739722,0.26681709742338555,24.363239640006082,-0.5022634259820606,-1.10522949613318,24.727196956298975
0.0075,0.47869938105999305,-1.4092702276416909,25.125863083818384,-0.990351720968167,-1.051636571406644,23.5178328813546,-1.4521729943673798,0.24510512822358407,24.31212919044683,-0.487587319147366,-1.0826975576464768,24.699496257644082
0.007975000000000001,0.5130815698381349,-1.353552691730704,25.063990729800715,-0.987062597647516,-1.0527014830915988,23.48743936707362,-1.4548101094987045,0.21847995719646818,24.2683202903203,-0.4983277669610315,-1.1042877084566527,24.679838789605135
0.0084,0.5192022989228912,-1.3320603565023816,24.98359032398453,-1.0089901190678139,-1.053364941897796,23.47416948928759,-1.4295703178172914,0.25464020457570985,24.30168119801411,-0.5176801755656882,-1.105201065670648,24.651998349672333
0.008775,0.5031333422076054,-1.3495394688691245,24.98187231671004,-0.9984604958675524,-1.037361193261474,23.4642581215871,-1.3598815005816216,0.21582671742189852,24.251022583214333,-0.5150698688547692,-1.0876827175077073,24.605328271024426
