x1,x2,x3,x4
5,15,6,8
4.302778487288101,24.19038792222987,3.4810455131089597,8
4.302778487288101,24.19038792222987,3.4810455131089597,8
4.917436776663838,23.265935245513795,3.041377568042411,8
4.917436776663838,23.265935245513795,3.041377568042411,8
4.094808863246354,23.874529845289587,2.700481134107612,8
4.094808863246354,23.874529845289587,2.700481134107612,8
6.084853182721229,25.107177130063434,3.0889911256458884,8
6.084853182721229,25.107177130063434,3.0889911256458884,8.624148987454168
4.380368488897477,24.934123393100776,2.896756143992553,8.624148987454168
4.380368488897477,24.934123393100776,2.896756143992553,8.624148987454168
3.8334836497985654,24.148751464514937,2.8424671593237383,8.624148987454168
3.8334836497985654,24.148751464514937,2.8424671593237383,8.624148987454168
4.272025711171247,25.33216068820827,2.578725225406976,8.624148987454168
4.272025711171247,25.33216068820827,2.578725225406976,8.624148987454168
1.455562726806134,23.558477310074874,2.1342386153462383,8.624148987454168
1.455562726806134,23.558477310074874,2.1342386153462383,8.624148987454168
3.8629093087858135,24.048626391488956,3.1445916306499058,8.624148987454168
3.8629093087858135,24.048626391488956,3.1445916306499058,8.624148987454168
5.1083480198605,25.720412256283613,2.104337004220233,8.624148987454168
5.1083480198605,25.720412256283613,2.104337004220233,8.624148987454168
2.7788881482232934,25.86447784989355,2.071225365335085,8.624148987454168
2.7788881482232934,25.86447784989355,2.071225365335085,8.624148987454168
5.603597699347014,26.678512182722134,2.2379056305285747,8.624148987454168
5.603597699347014,26.678512182722134,2.2379056305285747,8.624148987454168
4.820981021396621,25.385947301519007,2.7032919628301317,8.624148987454168
4.820981021396621,25.385947301519007,2.7032919628301317,8.624148987454168
3.149226764529438,22.397775340835853,3.061432243355509,8.624148987454168
3.149226764529438,22.397775340835853,3.061432243355509,8.624148987454168
4.426731095555835,25.414893802605253,2.5147087253081812,8.624148987454168
4.426731095555835,25.414893802605253,2.5147087253081812,8.624148987454168
3.652970350556927,26.087332351181992,2.801328705288495,8.624148987454168
3.652970350556927,26.087332351181992,2.801328705288495,8.624148987454168
7.767134785200571,25.635031408315683,2.8624947080960954,8.624148987454168
7.767134785200571,25.635031408315683,2.8624947080960954,8.624148987454168
6.6854582447740585,25.980546292268244,2.9659527176494276,8.624148987454168
6.6854582447740585,25.980546292268244,2.9659527176494276,8.624148987454168
7.978501625107037,26.94968661922633,2.293499300362965,8.624148987454168
7.978501625107037,26.94968661922633,2.293499300362965,8.121861007533063
5.899168959781061,27.824413582580434,2.384664165352642,8.121861007533063
5.899168959781061,27.824413582580434,2.384664165352642,8.121861007533063
4.844076283051349,24.755250467129127,2.7776098543214642,8.121861007533063
4.844076283051349,24.755250467129127,2.7776098543214642,8.121861007533063
5.615793196657955,26.299381820065783,3.0977926629466315,8.121861007533063
5.615793196657955,26.299381820065783,3.0977926629466315,8.121861007533063
7.591377879057717,28.06647546412256,2.462485119011507,8.121861007533063
7.591377879057717,28.06647546412256,2.462485119011507,8.121861007533063
6.572274256286578,27.484877418326015,2.4803068563477435,8.121861007533063
6.572274256286578,27.484877418326015,2.4803068563477435,8.121861007533063
8.283282950396892,27.355309241604942,2.5561330664526976,8.121861007533063
8.283282950396892,27.355309241604942,2.5561330664526976,8.121861007533063
6.84093727070947,27.07316519933931,2.593241770004832,8.121861007533063
6.84093727070947,27.07316519933931,2.593241770004832,8.121861007533063
5.955187962136205,27.6571023730943,2.92807633498854,8.121861007533063
5.955187962136205,27.6571023730943,2.92807633498854,8.121861007533063
6.431506958345554,26.552240052764006,2.7065703513910035,8.121861007533063
6.431506958345554,26.552240052764006,2.7065703513910035,6.303930899930107
6.221979112156221,26.63179933251616,2.3411388544338343,6.303930899930107
6.221979112156221,26.63179933251616,2.3411388544338343,6.303930899930107
5.9090274106116505,27.652554394422683,2.283596003050591,6.303930899930107
